3.50	20.644
3.51	20.615
3.52	20.587
3.53	20.558
3.54	20.530
3.55	20.501
3.56	20.473
3.57	20.444
3.58	20.416
3.59	20.387
3.60	20.359
3.61	20.330
3.62	20.302
3.63	20.273
3.64	20.245
3.65	20.217
3.66	20.188
3.67	20.160
3.68	20.131
3.69	20.103
3.70	20.074
3.71	20.046
3.72	20.018
3.73	19.989
3.74	19.961
3.75	19.933
3.76	19.904
3.77	19.876
3.78	19.848
3.79	19.819
3.80	19.791
3.81	19.763
3.82	19.735
3.83	19.706
3.84	19.678
3.85	19.650
3.86	19.622
3.87	19.594
3.88	19.565
3.89	19.537
3.90	19.509
3.91	19.481
3.92	19.453
3.93	19.425
3.94	19.397
3.95	19.369
3.96	19.341
3.97	19.313
3.98	19.285
3.99	19.257
4.00	19.229
4.01	19.201
4.02	19.173
4.03	19.145
4.04	19.117
4.05	19.089
4.06	19.062
4.07	19.034
4.08	19.006
4.09	18.978
4.10	18.951
4.11	18.923
4.12	18.895
4.13	18.868
4.14	18.840
4.15	18.812
4.16	18.785
4.17	18.757
4.18	18.730
4.19	18.702
4.20	18.675
4.21	18.647
4.22	18.620
4.23	18.592
4.24	18.565
4.25	18.537
4.26	18.510
4.27	18.483
4.28	18.455
4.29	18.428
4.30	18.401
4.31	18.374
4.32	18.347
4.33	18.319
4.34	18.292
4.35	18.265
4.36	18.238
4.37	18.211
4.38	18.184
4.39	18.157
4.40	18.130
4.41	18.103
4.42	18.076
4.43	18.049
4.44	18.023
4.45	17.996
4.46	17.969
4.47	17.942
4.48	17.916
4.49	17.889
4.50	17.862
4.51	17.836
4.52	17.809
4.53	17.782
4.54	17.756
4.55	17.729
4.56	17.703
4.57	17.677
4.58	17.650
4.59	17.624
4.60	17.597
4.61	17.571
4.62	17.545
4.63	17.519
4.64	17.492
4.65	17.466
4.66	17.440
4.67	17.414
4.68	17.388
4.69	17.362
4.70	17.336
4.71	17.310
4.72	17.284
4.73	17.258
4.74	17.232
4.75	17.206
4.76	17.181
4.77	17.155
4.78	17.129
4.79	17.103
4.80	17.078
4.81	17.052
4.82	17.027
4.83	17.001
4.84	16.975
4.85	16.950
4.86	16.925
4.87	16.899
4.88	16.874
4.89	16.848
4.90	16.823
4.91	16.798
4.92	16.773
4.93	16.747
4.94	16.722
4.95	16.697
4.96	16.672
4.97	16.647
4.98	16.622
4.99	16.597
5.00	16.572
5.01	16.547
5.02	16.522
5.03	16.498
5.04	16.473
5.05	16.448
5.06	16.423
5.07	16.399
5.08	16.374
5.09	16.349
5.10	16.325
5.11	16.300
5.12	16.276
5.13	16.251
5.14	16.227
5.15	16.203
5.16	16.178
5.17	16.154
5.18	16.130
5.19	16.106
5.20	16.082
5.21	16.057
5.22	16.033
5.23	16.009
5.24	15.985
5.25	15.961
5.26	15.937
5.27	15.913
5.28	15.890
5.29	15.866
5.30	15.842
5.31	15.818
5.32	15.795
5.33	15.771
5.34	15.747
5.35	15.724
5.36	15.700
5.37	15.677
5.38	15.653
5.39	15.630
5.40	15.606
5.41	15.583
5.42	15.560
5.43	15.537
5.44	15.513
5.45	15.490
5.46	15.467
5.47	15.444
5.48	15.421
5.49	15.398
5.50	15.375
5.51	15.352
5.52	15.329
5.53	15.306
5.54	15.283
5.55	15.261
5.56	15.238
5.57	15.215
5.58	15.192
5.59	15.170
5.60	15.147
5.61	15.125
5.62	15.102
5.63	15.080
5.64	15.057
5.65	15.035
5.66	15.013
5.67	14.990
5.68	14.968
5.69	14.946
5.70	14.924
5.71	14.902
5.72	14.880
5.73	14.857
5.74	14.835
5.75	14.814
5.76	14.792
5.77	14.770
5.78	14.748
5.79	14.726
5.80	14.704
5.81	14.683
5.82	14.661
5.83	14.639
5.84	14.618
5.85	14.596
5.86	14.575
5.87	14.553
5.88	14.532
5.89	14.510
5.90	14.489
5.91	14.468
5.92	14.446
5.93	14.425
5.94	14.404
5.95	14.383
5.96	14.362
5.97	14.340
5.98	14.319
5.99	14.298
6.00	14.277
6.01	14.257
6.02	14.236
6.03	14.215
6.04	14.194
6.05	14.173
6.06	14.153
6.07	14.132
6.08	14.111
6.09	14.091
6.10	14.070
6.11	14.050
6.12	14.029
6.13	14.009
6.14	13.988
6.15	13.968
6.16	13.948
6.17	13.927
6.18	13.907
6.19	13.887
6.20	13.867
6.21	13.847
6.22	13.827
6.23	13.807
6.24	13.787
6.25	13.767
6.26	13.747
6.27	13.727
6.28	13.707
6.29	13.687
6.30	13.667
6.31	13.648
6.32	13.628
6.33	13.608
6.34	13.589
6.35	13.569
6.36	13.550
6.37	13.530
6.38	13.511
6.39	13.491
6.40	13.472
6.41	13.453
6.42	13.434
6.43	13.414
6.44	13.395
6.45	13.376
6.46	13.357
6.47	13.338
6.48	13.319
6.49	13.300
6.50	13.281
6.51	13.262
6.52	13.243
6.53	13.224
6.54	13.205
6.55	13.186
6.56	13.168
6.57	13.149
6.58	13.130
6.59	13.112
6.60	13.093
6.61	13.075
6.62	13.056
6.63	13.038
6.64	13.019
6.65	13.001
6.66	12.983
6.67	12.964
6.68	12.946
6.69	12.928
6.70	12.910
6.71	12.891
6.72	12.873
6.73	12.855
6.74	12.837
6.75	12.819
6.76	12.801
6.77	12.783
6.78	12.765
6.79	12.748
6.80	12.730
6.81	12.712
6.82	12.694
6.83	12.677
6.84	12.659
6.85	12.641
6.86	12.624
6.87	12.606
6.88	12.589
6.89	12.571
6.90	12.554
6.91	12.536
6.92	12.519
6.93	12.502
6.94	12.484
6.95	12.467
6.96	12.450
6.97	12.433
6.98	12.416
6.99	12.398
7.00	12.381
7.01	12.364
7.02	12.347
7.03	12.330
7.04	12.313
7.05	12.297
7.06	12.280
7.07	12.263
7.08	12.246
7.09	12.229
7.10	12.213
7.11	12.196
7.12	12.179
7.13	12.163
7.14	12.146
7.15	12.130
7.16	12.113
7.17	12.097
7.18	12.081
7.19	12.064
7.20	12.048
7.21	12.032
7.22	12.015
7.23	11.999
7.24	11.983
7.25	11.967
7.26	11.951
7.27	11.934
7.28	11.918
7.29	11.902
7.30	11.886
7.31	11.871
7.32	11.855
7.33	11.839
7.34	11.823
7.35	11.807
7.36	11.791
7.37	11.776
7.38	11.760
7.39	11.744
7.40	11.729
7.41	11.713
7.42	11.698
7.43	11.682
7.44	11.667
7.45	11.651
7.46	11.636
7.47	11.620
7.48	11.605
7.49	11.590
7.50	11.574
7.51	11.559
7.52	11.544
7.53	11.529
7.54	11.514
7.55	11.498
7.56	11.483
7.57	11.468
7.58	11.453
7.59	11.438
7.60	11.423
7.61	11.409
7.62	11.394
7.63	11.379
7.64	11.364
7.65	11.349
7.66	11.335
7.67	11.320
7.68	11.305
7.69	11.291
7.70	11.276
7.71	11.261
7.72	11.247
7.73	11.232
7.74	11.218
7.75	11.204
7.76	11.189
7.77	11.175
7.78	11.160
7.79	11.146
7.80	11.132
7.81	11.118
7.82	11.103
7.83	11.089
7.84	11.075
7.85	11.061
7.86	11.047
7.87	11.033
7.88	11.019
7.89	11.005
7.90	10.991
7.91	10.977
7.92	10.963
7.93	10.949
7.94	10.936
7.95	10.922
7.96	10.908
7.97	10.894
7.98	10.881
7.99	10.867
8.00	10.854
8.01	10.840
8.02	10.826
8.03	10.813
8.04	10.799
8.05	10.786
8.06	10.772
8.07	10.759
8.08	10.746
8.09	10.732
8.10	10.719
8.11	10.706
8.12	10.693
8.13	10.679
8.14	10.666
8.15	10.653
8.16	10.640
8.17	10.627
8.18	10.614
8.19	10.601
8.20	10.588
8.21	10.575
8.22	10.562
8.23	10.549
8.24	10.536
8.25	10.523
8.26	10.511
8.27	10.498
8.28	10.485
8.29	10.472
8.30	10.460
8.31	10.447
8.32	10.434
8.33	10.422
8.34	10.409
8.35	10.397
8.36	10.384
8.37	10.372
8.38	10.359
8.39	10.347
8.40	10.335
8.41	10.322
8.42	10.310
8.43	10.298
8.44	10.285
8.45	10.273
8.46	10.261
8.47	10.249
8.48	10.237
8.49	10.225
8.50	10.213
8.51	10.200
8.52	10.188
8.53	10.176
8.54	10.164
8.55	10.153
8.56	10.141
8.57	10.129
8.58	10.117
8.59	10.105
8.60	10.093
8.61	10.082
8.62	10.070
8.63	10.058
8.64	10.046
8.65	10.035
8.66	10.023
8.67	10.012
8.68	10.000
8.69	9.989
8.70	9.977
8.71	9.966
8.72	9.954
8.73	9.943
8.74	9.931
8.75	9.920
8.76	9.909
8.77	9.897
8.78	9.886
8.79	9.875
8.80	9.864
8.81	9.852
8.82	9.841
8.83	9.830
8.84	9.819
8.85	9.808
8.86	9.797
8.87	9.786
8.88	9.775
8.89	9.764
8.90	9.753
8.91	9.742
8.92	9.731
8.93	9.720
8.94	9.709
8.95	9.699
8.96	9.688
8.97	9.677
8.98	9.666
8.99	9.656
9.00	9.645
9.01	9.634
9.02	9.624
9.03	9.613
9.04	9.603
9.05	9.592
9.06	9.581
9.07	9.571
9.08	9.561
9.09	9.550
9.10	9.540
9.11	9.529
